Rxc7,Rxc7, Rxc7,Qe8, Bd6,e5, Rxe7+,Qxe7, Bxe7,exd4, exd4,Kxe7, Qa2,{Black resigns} 1-0
Bxg7,Ba3, Qc2,Rhg8, Bd4,Rxg2+, Kxg2,Rg8+, Kh1,Qe7, Rg1,Rxg1+, Rxg1,{Black resigns} 1-0
Nxd4,f4, Nxc6+,Kc7, Na5,Rb8, Rxb7+,Rxb7, Rxb7+,Kc8, Rxd7,Kxd7, c6+,{Black resigns} 1-0
hxg3,Nh5, Nh1,Ke4, c6,Nxg3+, Nxg3+,Kf4, Kf2,f6, c7,Kg5, c8=Q,{Black resigns} 1-0
f3,Rxh2, Rxd4,g5+, Kf5,Rf2, f4,gxf4, gxf4,Kf7, Rxd5,Ke7, a4,{Black resigns} 1-0
e5,Nxe5, dxe5,Bxf3, Nxf3,Bc5, exf6,Qxf6, Bg5,Bxf2+, Kxf2,Qxg5, Nxg5,{Black resigns} 1-0
Na5,a3, Ra1,Rf4, Nd2,Kf7, f3,h5, Nc6,e5, Nxb4,Ke6, Rxa3,{Black resigns} 1-0
h5,gxh5, Kxh5,Kf6, Kh6,a4, bxa4,Ke7, Bxf5,Kf6, Bd3,Ke7, a5,{Black resigns} 1-0
Qc1,Qe2, Be1,Qd1, Qxd1,Re8, Qd7,Rf8, Rc8,g6, Rxf8+,Kxf8, Bc3,{Black resigns} 1-0
Ne2,Qe3+, Kh1,Qg5, Ng3,Bc4, Rf2,Qf4, Qe4,Qxe4, fxe4,g6, Kg1,{Black resigns} 1-0
Qe7,h6, Qxf8+,Kh7, Qxf7,b5, Rg8,Rxf2+, Nxf2,Qxf2+, Kxf2,f5, Qxg7#,{Black checkmated} 1-0
cxd4,g5, Qf3,f6, Re2,Nf1+, Qxf1,Qb4, Na3,Qxd4, Rc1+,Kb8, Rec2,{Black resigns} 1-0
f6,g6, c3,Bf5, g4,Be6, Qe1,Qd5, Qh4,Qb3, Qh6,Qxb2, Qg7#,{Black checkmated} 1-0
Rb1,Qxc3, Rc1,Ng4+, hxg4,Rhe8, Bxe4,Qc4, Rxc4+,dxc4, Qa4,a6, Qa5,{Black resigns} 1-0
Qb1,Nxc3, Bxc3,b6, Qb2,a5, Bxf6,exf6, Rxf6,Qe5, Qxe5,dxe5, Raf1,{Black resigns} 1-0
Kg1,Ne3, Qd4,Re5, Nf3,Nxc2, Qh4,Nxa1, Bg7,Kxg7, Qh6+,Kg8, Qh8#,{Black checkmated} 1-0
f6,Re8, Bg7+,Kg8, Qh5,exf6, Bxf6,Qd7, Qh6,Qxh3+, Bxh3,Nc5, Qg7#,{Black checkmated} 1-0
Qh5,Ne5, exf5,Bxg1+, Kxg1,Bxa2, b3,Bxb3, cxb3,c5, Bh6,Nxd3, Qg4+,{Black resigns} 1-0
c4,Rd8, Bd5,Rf8, Qd7,c6, Rxf7,cxd5, Rg7+,Kh8, Rh7+,Kg8, Qg7#,{Black checkmated} 1-0
Qh5,Ne5, exf5,Bxg1+, Kxg1,Bxa2, b3,Bxb3, cxb3,c5, Bh6,Nxd3, Qg5+,{Black resigns} 1-0
gxf5,Bd7, Nf3,Bg3, Ng5,Nd4, Qh5,h6, Qxh6,Re8, Qh7+,Kf8, Qh8#,{Black checkmated} 1-0
Bg5,Nxc2, Bxf6,Bxg1+, Kxg1,Qe6, Qxc2,b5, Qf2,Rfb8, Qh4,b4, Qh6,{Black resigns} 1-0
f5,Be5+, Kh1,gxf5, gxf5,Bd7, Bh6,Bxb2, c3,Bxa1, Qg4+,Kh8, Qg7#,{Black checkmated} 1-0
Nf4,Be8, Qh6+,Kg8, Bh3,c6, Bf5,Rf7, Be6,Rd8, Ng6,f5, Qh8#,{Black checkmated} 1-0
Qg3,b6, f5,exf5, Bg5,Rxh3, Bxh3,f6, exf6,gxf6, Bf4,Qe2, Re1,{Black resigns} 1-0
e5,fxe5, dxe5,d5, e6+,Kh6, Ne5,f5, Nf7+,Rxf7, exf7,Qe6, Qb5,{Black resigns} 1-0
Rc5,Ke5, Kg4,Kd6, Kf5,h5, Kxg5,Ke5, Kxh5,Kd6, Kg5,Ke6, h4,{Black resigns} 1-0
Qh4,Qc1+, Bf1,Rfb8, Rh8+,Kg7, Rg3+,Qg5, Rxg5+,Kf6, Rxb8,Rxb8, Rg8+,{Black resigns} 1-0
b4,Bb6, Qd2,Kh8, Bh6,Rxf3+, Bxf3,Qd7, Bg4,Bxg4, hxg4,Qe6, Qg5,{Black resigns} 1-0
Qxf5,Kh8, Rf3,Qa1+, Kh2,Qxa2, Rg3,a5, Be4,Qxc2+, Bxc2,h6, Qh7#,{Black checkmated} 1-0
Qf6,g6, Bxd4,cxd4, h5,d3, hxg6,Bh2+, Kxh2,hxg6, Qxg6+,Kh8, Qg7#,{Black checkmated} 1-0
Rg7+,Kf8, Rd7+,Kg8, Re7,Kh8, Rxe6,Ra8, Re7,Rb8, Rxc7,b5, Nd7,{Black resigns} 1-0
Be4,Rab8, Bxb7,Rxb7, Qe4,Nxc4, Nxc4,Ra7, Be5,Qxe5, Qxe5+,Kg8, Qf6,{Black resigns} 1-0
g6,Ke4, Kh6,Be3+, Kh7,Bd4, g7,Bxg7, Kxg7,Kf4, Ng6+,Kg5, h4+,{Black resigns} 1-0
e5,Nxd4, cxd4,Bxf3, Nxf3,Rac8, exf6,Qxf6, Bg5,Bb4, Bxf6,Bxe1, Qxe1,{Black resigns} 1-0
dxe5,f6, exf6,Rxf6, Nf3,c5, Bg5,Rf7, Ne5,Qc7, Nxf7,Qxf7, Bh4,{Black resigns} 1-0
Nd2,Rad8, f3,Nxd4, cxd4,Bb5, fxe4,Bxd3, Qxd3,Qg6, Rf4,Kh8, Rg4,{Black resigns} 1-0
Nd2,Rad8, f3,Nxd4, cxd4,Bb5, fxe4,Bxd3, Qxd3,Qg6, Rf4,Qg3, Rg4,{Black resigns} 1-0
e5,Nxd4, cxd4,Bxf3, Nxf3,Rac8, exf6,Qxf6, Bg5,Bxh2+, Kxh2,Qxg5, Nxg5,{Black resigns} 1-0
e5,Nxe5, dxe5,Bxf3, Nxf3,Bc5, exf6,Qxf6, Bg5,Bxf2+, Kxf2,Qd8, Bxd8,{Black resigns} 1-0
Rad1,Rb2, Nd6+,Bxd6, exd6,Qb6, Qf6,Qd8, Qxb2,Rg8, f5,Qa8, Ng3,{Black resigns} 1-0
a4,Kxe5, a5,Kd6, Kb6,e5, a6,e4, a7,e3, a8=Q,Ke5, Qa1+,{Black resigns} 1-0
Qxg7+,Kd8, d3,Qf6, Bg5,Qxg5, Qxg5+,Be7, Qxe5,Bd6, Qg7,Nc2, Nb5,{Black resigns} 1-0
Ne4,Nxe4+, dxe4,Qc6, Bb5,Qxb5, Rxb5,Rd8, Qe2,Bxf3, gxf3,b6, Rd1,{Black resigns} 1-0
a4,Qe5, Qb6,bxa4, Bxa6,Rc5, Qb8+,Kd7, Bb5+,Rc6, Bxc6+,Kxc6, Qb5#,{Black checkmated} 1-0
Qe8,Kf5, Qf7+,Kg4, Ke4,Kg5, Qg7+,Kh4, Kf3,Kh5, Kf4,Kh4, Qg4#,{Black checkmated} 1-0
Be5,Nf6, Bxb2,Rg8, Bxf6,d5, Bxd8,Rg6, Qxf7+,Kxd8, exd5,Nd7, Nc3,{Black resigns} 1-0
Be3,a6, Qa5,Be7, Rb6,Qxb6, Qxb6,Rd7, Qxa6+,Kb8, Qb5+,Kc7, Qxf5,{Black resigns} 1-0
e4,Be6, d5,Nxd5, cxd5,Bxh3, gxh3,Nd4, Nxd4,Bxd4, Nf3,Bc5, b4,{Black resigns} 1-0
e4,Be6, d5,Nxd5, cxd5,Bxh3, gxh3,Nd4, Nxd4,Bxd4, Nf3,Bf6, Kg2,{Black resigns} 1-0
e4,Be6, d5,Nxd5, cxd5,Bxh3, gxh3,Nd4, Nxd4,Bxd4, Nf3,Bc5, b4,{Black resigns} 1-0
Bc2,Nxd4, cxd4,c3, bxc3,Bc7, exf6,Qxf6, Nb3,Bd7, Bg5,Qf4, Bxf4,{Black resigns} 1-0
e5,Nxe5, dxe5,Bxf3, Nxf3,Bc5, exf6,Qxf6, Bg5,Bxf2+, Kxf2,Qxg5, Nxg5,{Black resigns} 1-0
Kh5,Kf5, Kh6,Ke6, g6,Kf6, Kh7,f3, Bxf3,Ke6, g7,Ke5, g8=Q,{Black resigns} 1-0
e5,Nxe5, dxe5,Bxf3, Nxf3,g6, exf6,Qxf6, Bg5,Qg7, O-O,a5, Be3,{Black resigns} 1-0
e5,Bc7, exf6,Qxf6, Nf1,Bd7, Bg5,Nxd4, Bxf6,Nxc2, Qxc2,gxf6, Nd4,{Black resigns} 1-0
cxd4,Bb4, exf6,Qxf6, O-O,Bd6, Re1,Qf4, Ne4,Qg4, h3,Qh5, Nxd6,{Black resigns} 1-0
Bf1,Kh8, d5,Nxd5, cxd5,Bxh3, gxh3,Nd4, Nxd4,Bxd4, Nf3,Bf6, Bh6,{Black resigns} 1-0
e4,Be6, d5,Nxd5, cxd5,Bxh3, gxh3,Nd4, Nxd4,Bxd4, Nf3,Bc5, b4,{Black resigns} 1-0
Na5,d4, Rd3,b6, Nc6,Kf6, Rxd4,Rxd4, Nxd4,c5, Nb5,a5, a4,{Black resigns} 1-0
e4,Be6, d5,Nxd5, cxd5,Bxh3, gxh3,Nd4, Nxd4,Bxd4, Nf3,Bc5, b4,{Black resigns} 1-0
e5,Nxe5, dxe5,Bxf3, Nxf3,Bc5, exf6,gxf6, Nh4,f5, Qh5,Be7, Nxf5,{Black resigns} 1-0
e5,Nxe5, dxe5,Bxf3, Nxf3,Bc5, exf6,Qxf6, Bg5,Bxf2+, Kxf2,Qd8, Bxd8,{Black resigns} 1-0
e5,Nxe5, dxe5,Bxf3, Nxf3,Bc5, exf6,g6, Bh6,Qxf6, Bxf8,Rxf8, Qd2,{Black resigns} 1-0
Bc2,Nxd4, cxd4,Bb4, exf6,Qxf6, O-O,d5, a3,Bd6, Nxc4,Bf4, Bxf4,{Black resigns} 1-0
e4,Be6, d5,Nxd5, cxd5,Bxh3, gxh3,Nd4, Nxd4,Bxd4, Nf3,Bf6, Kg2,{Black resigns} 1-0
cxd4,Bb4, exf6,Qxf6, O-O,Bd6, Nb3,g6, Bg5,Qg7, Qd2,Rfe8, Bh6,{Black resigns} 1-0
Bf1,Kh8, d5,Nxd5, cxd5,Bxh3, gxh3,Nd4, Nxd4,Bxd4, Nf3,Bf6, Bg5,{Black resigns} 1-0
e4,Be6, d5,Nxd5, cxd5,Bxh3, gxh3,Nd4, Nxd4,Bxd4, Nf3,Bf6, Kg2,{Black resigns} 1-0
exf6,Qxf6, O-O,Bd6, Nb3,g6, Bh6,Rfe8, Re1,Bb4, Re2,Bf8, Bxf8,{Black resigns} 1-0
Bc2,Nxd4, cxd4,c3, bxc3,Bc7, exf6,Qxf6, Nb3,Bd7, Bg5,Qf4, Bxf4,{Black resigns} 1-0
e4,Be6, d5,Nxd5, cxd5,Bxh3, gxh3,Nd4, Nxd4,Bxd4, Nf3,Bf6, Kh2,{Black resigns} 1-0
e4,Be6, d5,Nxd5, cxd5,Bxh3, gxh3,Nd4, Nxd4,Bxd4, Nf3,Bc5, b4,{Black resigns} 1-0
exf6,Qxf6, Nb3,Rac8, Bg5,Bxh2+, Kxh2,Qg6, Bxg6,fxg6, Bd2,Rf5, Nc5,{Black resigns} 1-0
e4,Be6, d5,Nxd5, cxd5,Bxh3, gxh3,Nd4, Nxd4,Bxd4, Nf3,Bf6, Kg2,{Black resigns} 1-0
Bf1,Kh8, d5,Nxd5, cxd5,Bxh3, gxh3,Nd4, Nxd4,Bxd4, Nf3,Bf6, Bg5,{Black resigns} 1-0
exf6,Qxf6, O-O,Bd6, Nb3,Qg6, Qxg6,fxg6, Bd2,Bf4, g3,Bd6, Kg2,{Black resigns} 1-0
e4,Be6, d5,Nxd5, cxd5,Bxh3, gxh3,Nd4, Nxd4,Bxd4, Nf3,Bf6, Kg2,{Black resigns} 1-0
O-O,Bd6, Nb3,Rfe8, Bg5,Bxh2+, Kxh2,Qf5, Bxf5,exf5, Bd2,Re4, Ne5,{Black resigns} 1-0
e5,Nxe5, dxe5,Bxf3, Nxf3,Bc5, exf6,Qxf6, Bg5,Be7, Bxf6,Bxf6, O-O,{Black resigns} 1-0
e5,Nxe5, dxe5,Bxf3, Nxf3,Bc5, exf6,Qxf6, Bg5,Be7, Bxf6,Bxf6, O-O,{Black resigns} 1-0
e5,Nxe5, dxe5,Bxf3, Nxf3,Bc5, exf6,Qxf6, Bg5,Bxf2+, Kxf2,Qxg5, Nxg5,{Black resigns} 1-0
e5,Nxe5, dxe5,Bxf3, Nxf3,Bc5, exf6,Qxf6, Bg5,Bxf2+, Kxf2,Qxg5, Nxg5,{Black resigns} 1-0
e5,Nxd4, cxd4,Bxf3, Nxf3,Rac8, exf6,Qxf6, Bg5,Bh2+, Kxh2,Qg6, Bxg6,{Black resigns} 1-0
Re8,Qd6, Rxf8+,Qxf8, Re8,Qxe8, Bxe8,d4, Qd3,dxc3, bxc3,Re7, Qd8,{Black resigns} 1-0
exf6,Qxf6, Nf1,Bd7, Bg5,Bh2+, N1xh2,Nxd4, cxd4,Qd8, Bxd8,Raxd8, Nf1,{Black resigns} 1-0
Rd2,Rd4, Rxd4,Qxd4, Qxd4,Rc8, Qxe5,h6, Qf5,Rd8, Re7,Rb8, Qf7,{Black resigns} 1-0
Qxe4,Qb5, Rf2,Rd1+, Kh2,Rd8, Qf4,Qf5, Qxf5,gxf5, Rxf5,Rd2, Rf2,{Black resigns} 1-0
Kf7,Ke4, g7,Ke5, Rf1,Kd4, g8=Q,Rxg8, Kxg8,Ke4, Kf7,Ke3, Rh1,{Black resigns} 1-0
Ra7,Rg1+, Kh7,Rh1+, Kg8,Rg1, Kf8,Rf1+, Rf7,Rg1, g8=Q,Rxg8+, Kxg8,{Black resigns} 1-0
f5,dxe5, f6,Bxf6, Rxf6,gxf6, Bh6,Kh8, Qh4,Rfd8, Qxf6+,Kg8, Qg7#,{Black checkmated} 1-0
b3,Bc6, Rf3,Nxc2, Qxc2,b6, Rxg3,hxg3, Nf3,f6, Nh4,Rcd8, Ng6,{Black resigns} 1-0
c5,Ke7, c6,h4, c7,hxg3, c8=Q,Kf6, Qcc6+,Ke7, Qdd7+,Kf8, Qcc8#,{Black checkmated} 1-0
Bc4,Bf2, Qxf2+,Kd1, Qe2+,Kc1, Ke3,h3, Kd3,Kb1, Kc3,Kc1, Qc2#,{Black checkmated} 1-0
Nc4,Kf5, Nxa5,Ke6, Nc4,Kf5, Bd4,Bf7, Ne3+,Ke6, a5,Bg6+, Kc3,{Black resigns} 1-0
Bh4,d4, f5,d3, Rad1,d2, Rxd2,Kg7, f6+,Kg6, f4,Kh5, Bf2,{Black resigns} 1-0
Qd5+,Ka7, Qd4+,c5, Qxc5+,Kb7, Qb6+,Ka8, Qc6+,Ka7, Qc7+,Ka8, Nb6#,{Black checkmated} 1-0
Kxc5,Ke5, d6,Ke6, Kc6,f5, Kc7,f4, d7,f3, d8=Q,Ke5, Qf8,{Black resigns} 1-0
e5,Nxd4, cxd4,Bxf3, Nxf3,Rac8, exd6,Qxd6, Bg5,c5, dxc5,Rxc5, Bxf6,{Black resigns} 1-0
Qxe5,Qxa3, Bc5,Rxc5, bxc5,Qe3+, Kf1,a5, Qxd6,Be8, Qd8,Kf8, Bxb5,{Black resigns} 1-0
Rgh1,Rg7, Ng3,Rdg8, Nh5,Rg2, exf6,Bd6, Rxh7+,Kxh7, Nf4+,Rh2, Rxh2#,{Black checkmated} 1-0
Bxb5+,Kd8, Ba6,g6, Rc8+,Kd7, Ra8,Bg7, Rxa7+,Ke8, Ra8+,Kf7, Rxh8,{Black resigns} 1-0
Bxh6,Rfd8, Bg5,Rg8, dxc6,Rxd1+, Nxd1,bxc6, Ne3,Rf8, e6,Re8, e7,{Black resigns} 1-0
Qc6,Rd7, a5,Kf6, a6,Rd2, Bxd2,Bxd2, a7,Kf5, a8=Q,Qxa8, Qxa8,{Black resigns} 1-0
Kd3,Nd1, f3,Nf2+, Ke2,Nh3, Kf1,Kf6, Kg2,g4, fxg4,Ng5, Rxd7,{Black resigns} 1-0
Rc7,d5, Qf1,b6, Rxf6,Ng8, Rff7,Qxa4, Rxg7,Ne7, Qf7,Qd4+, Nxd4,{Black resigns} 1-0
Bb6,Rd6, g4,Qf4, Be3,Rxd3, Bxf4,Rxd1, Raxd1,Be6, Be5,Bg7, Bxg7,{Black resigns} 1-0
Nxc3,Nb2, Bc1,Bxh3, Bxh3,e6, Rxb2,Qd4, Rxa7,b6, Bh6,Rfe8, Qd2,{Black resigns} 1-0
gxf3,Rb6, Nd5,Rb5, c4,Rxd5, cxd5,Rd8, Rxa7,Bd3, Kf2,h6, Rd1,{Black resigns} 1-0
Be3,Qb4, O-O,a6, Ra4,Qxa4, bxa4,Rc8, a5,Be7, Na4,O-O, Nb6,{Black resigns} 1-0
Ka2,hxg3, hxg3,Rxg3, Rc7+,Kd8, Qc6,Qa1+, Kxa1,Rg1+, Ka2,Rd1, Rc8+,{Black resigns} 1-0
Nd2,Rad8, f3,Nxd4, cxd4,Bb5, fxe4,Bxd3, Qxd3,dxe4, Qxe4,Qxe4, Nxe4,{Black resigns} 1-0
Nd2,Rad8, f3,Nxd4, cxd4,Bb5, fxe4,Bxd3, Qxd3,Qg6, Rf4,Qg3, Rg4,{Black resigns} 1-0
Nd2,Rad8, f3,Nxd4, cxd4,Bb5, fxe4,Bxd3, Qxd3,dxe4, Qxe4,Qxe4, Nxe4,{Black resigns} 1-0
Qc2,Bd7, e5,Nxe5, dxe5,Bc5, exf6,gxf6, Qh7,Ke8, Qxh6,Bc8, Rcd1,{Black resigns} 1-0
h5,f5, h6,Kf6, Rg8,e4, fxe4,fxe4, h7,Ke6, h8=Q,d3, Ke3,{Black resigns} 1-0
Bd6,g3+, Kg1,f4, b7,Kf5, b8=Q,Rxb8, Bxb8,f3, gxf3,Kf6, Rxe2,{Black resigns} 1-0
Qe2,e6, Rag1,Qh3, Bxc7,Qf5, Bxd8,Kxd8, Rg5,Nf4, exf4,Qxf4+, Qe3,{Black resigns} 1-0
Rh1,c6, Rh5+,Kc4, Kc2,c5, dxc5,bxc5, g5,Kb5, gxh6,gxh6, Rxh6,{Black resigns} 1-0
f6,Rxc2+, Kxc2,Rc8+, Kb1,Rc1+, Rxc1,Qe8, fxe7,Bxd5, exd5,a4, Rc8,{Black resigns} 1-0
Bxd6,Rd8, Bf4,Rxd1+, Rxd1,Qa5, Nb5,a6, Nc7,g5, Rd8+,Kg7, Be5+,{Black resigns} 1-0
Qh3,Qc4, Bxh6,Bc5, dxc5,Qxc5+, Kh1,a3, Bg7,Qg1+, Rxg1,a2, Qh8#,{Black checkmated} 1-0
Rb7,Qd8, Rxa7,Rc2, Bb6,Qf8, Bxa5,Rc1+, Kh2,Kg7, Bb4,Be7, Rb7,{Black resigns} 1-0
Nd4,Be7, Nxc2,Rhe8, Nb4,Qxf2+, Kxf2,Rd7, Nxa6,bxa6, Ba7,Bh4+, Kg1,{Black resigns} 1-0
Kh1,Rxe4, Ng1,Qh4, Re1,Qxf2, Rf1,Qh4, Qb3,Bxg1, Qxf7+,Kh8, Qf8#,{Black checkmated} 1-0
Rhg1,Qf5, Nh4,Qd5, Nf6+,Kh8, Nxd5,Bxd5, Qg4,g5, Ng2,Bxh2, Rh1,{Black resigns} 1-0
f5,Rxc3, bxc3,Nf2+, Bxf2,Qc7, Bxh4,Bxa2, cxd4,Bxb1, Qxb1,exd4, f6,{Black resigns} 1-0
Qxg6+,Kh8, Qh6+,Kg8, Qg6+,Kh8, gxf5,cxd4, f6,Qh2+, Kxh2,dxc3, Qh7#,{Black checkmated} 1-0
Ra4,Kf5, Re4,Kg5, f4+,exf4+, Rxf4,f5, Kf3,Kf6, Rb4,Kg5, Ra4,{Black resigns} 1-0
d3,Nf6, Bf3,Qe5, Re1,Qxe1+, Qxe1+,Be7, Bg5,h6, Bxf6,gxf6, Nd2,{Black resigns} 1-0
Rc3,Kd7, Na7,Ke6, Nc8,Ke5, Nxb6,Ke4, a5,Kd4, Na4,Rf2, a6,{Black resigns} 1-0
Kf2,Rb2+, Ke1,Rb1+, Kd2,Rb2+, Kxd3,Rb3+, Kc4,Rb4+, Kxb4,g4, Rg8#,{Black checkmated} 1-0
e4,Be6, d5,Nxd5, cxd5,Bxh3, gxh3,Nd4, Nxd4,Bxd4, Nf3,Bf6, Kg2,{Black resigns} 1-0
Nxd4,Bxd4, dxe6,fxe6, Nf3,Bc5, b4,Bxf2+, Kxf2,a5, b5,c5, Kg1,{Black resigns} 1-0
e4,Be6, d5,Nxd5, cxd5,Bxh3, gxh3,Nd4, Nxd4,Bxd4, Nf3,Bc5, b4,{Black resigns} 1-0
e5,Nxe5, dxe5,Bxf3, Nxf3,Bc5, exf6,Qxf6, Bg5,Bxf2+, Kxf2,Qd8, Bxd8,{Black resigns} 1-0
h5,Ke5, Kg7,a5, bxa5,Kf4, h6,Ke3, h7,Kxd3, h8=Q,Ke4, Qh4+,{Black resigns} 1-0
Nxf8,Rxf8, Bxg7,Rf5, Qxh6,Kc7, O-O,e5, Rad1,Rg8, Bf6,Kb8, Bh4,{Black resigns} 1-0
Nxe7+,Qxe7, Qxd6,Qxd6, Rxd6,Ne5, Bxc8,Rxc8, Rhd1,Nxf3, Rd8+,Rxd8, Rxd8#,{Black checkmated} 1-0
Qh6,Na4, Nxa4,Bxa4, b3,Qb4, Qxg6,e5, Rhg1,Qxb3+, axb3,exd4, Qg7#,{Black checkmated} 1-0
Bxb5,Bxb5, Kxb5,Kd6, Kb6,Ke5, a6,Kxe4, a7,Kf4, a8=Q,Ke5, Qf3,{Black resigns} 1-0
Nb6,Rb8, Nd5,Qd8, Bb6,Bg4, Qxg4,h5, Qf5,Qc8, Qxf6,Rh6, Qf3,{Black resigns} 1-0
Qa4,b5, Qb4,Qxb4, cxb4,a5, dxe5,axb4, exf6,gxf6, Re6,Rc8, Rxf6,{Black resigns} 1-0
Qf1,Qxa3, Qf3,Qd3, Rf1,a5, Qh5,h6, Qxh6,Qxf1+, Kxf1,axb4, Qh7#,{Black checkmated} 1-0
Qd5,Bxc1, Qxd7,Qa2, Bf3,Qxf2+, Kxf2,Be3+, Kf1,Rg8, Rc8+,Rxc8, Qb7#,{Black checkmated} 1-0
Kg4,Kf7, Kh5,Ke6, Kh6,Kf5, g6,Kxf4, g7,Ke3, g8=Q,Kd4, Qe6,{Black resigns} 1-0
Nd2,Rad8, f3,Nxd4, cxd4,Bb5, fxe4,Bxd3, Qxd3,dxe4, Qxe4,Qxe4, Nxe4,{Black resigns} 1-0
Kh1,Rd8, Rad1,Bd7, Bxh7+,Kxh7, Rxd4,c5, Rdd1,Bc6, Rxd8,Rxd8, Be5,{Black resigns} 1-0
Bxg5,Rxb2, Rf3,Rxc2, Rh3,Rxc3, Bxf6,Rc1+, Rxc1,Bh6, Qxh6,exf6, Qh7#,{Black checkmated} 1-0
Ke1,Kf4, Rf8+,Kg5, Rd8,Kf4, Rxd3,Ke4, Rc3,Kd4, Rc4+,Kd5, Ke2,{Black resigns} 1-0
exf6,gxh4, Qxh4,Bf5, Qxh6,Bxh2+, Kxh2,Qc7+, Kh1,Qg3, Rg1,Be4+, Bxe4,{Black resigns} 1-0
Be3,Qxb2, Bxc5,Qxb5, Nd6+,Kf8, Nxb5,Bxa1, Qxa1,Kg8, Re1,e6, Bd4,{Black resigns} 1-0
Nf3,d5, Bg5,dxc4, Qe3,Qd5, Bf6,Ne4, Qh6,Nxf6, exf6,Nxd4, Qg7#,{Black checkmated} 1-0
Qb8+,Rd8, Qc7,e3, Qxc6+,Rd7, Bb5,Qxh3+, gxh3,Rxh3+, Kxh3,f6, Qxd7+,{Black resigns} 1-0
Nf5,Qxb2, Rxe7+,Kf8, Rb1,Qxc3, Qh5,Qe1+, Rbxe1,d2, Qh6+,Kg8, Qg7#,{Black checkmated} 1-0
g7,Kd5, Re5+,Kd6, Rg5,Rxg5, Kxg5,Kc5, g8=Q,Kb4, Qd5,Kc3, Kf4,{Black resigns} 1-0
Kf2,Rb2+, Kg3,Rc2, Rc7,Rb2, b7,Rb3, Ne7,Kf6, Nc6,d5, exd5,{Black resigns} 1-0
Bf2,Rb4, Nd5,Rxb2+, Kxb2,Qb5+, Qb4,Qxb4+, Nxb4,b6, Nd5,Kf8, Rc3,{Black resigns} 1-0
Nxd4,Rxd4, Rad1,Rdxe4, Qxe4,Rxe4, Rd8+,Qf8, Rxf8+,Kxf8, Rxe4,f6, Kf3,{Black resigns} 1-0
Qe2,Ba4+, b3,Bxb3+, axb3,Kf7, Rxg3,fxg3, Rg1,Bh6, Rxg3,Ke7, h5,{Black resigns} 1-0
Rac1,b5, c5,Nxd4, Bxd4,Bxg3, fxg3,b4, Nc4,Bxc4, Qxc4,bxa3, bxa3,{Black resigns} 1-0
c5,Ne8, Bd5,Nf6, Bxc6,bxc6, a6,h4, a7,h3, gxh3,Kf8, a8=Q,{Black resigns} 1-0
a5,Kc6, Ka7,g6, a6,Kc7, c5,Kd7, Kb7,Kd8, c6,Ke7, c7,{Black resigns} 1-0
Kb7,Kxc4, a6,f6, a7,Nc2, Bg1,Ne1, a8=Q,Kd3, Qa3+,Kc2, g4,{Black resigns} 1-0
Kh1,Bxa1, a5+,Kc6, Rc2+,Bc3, Rxc3+,Kd7, Qf7+,Qe7, Rxc7+,Kd8, Qxe7#,{Black checkmated} 1-0
Nxd5,a5, a4,Qxd5, Bxh7+,Kxh7, Qxd5,Bf5, O-O,Bxc2, Nc5,Rad8, Qc4,{Black resigns} 1-0
b5,Bc8, a5,Bd7, a6,Be8, a7,Bxb5, cxb5,Kd7, a8=Q,f5, gxf5,{Black resigns} 1-0
Rc1,Qe6, Qc3,Bd8, Qc8,Qxc8, Rxc8,h6, Rxd8+,Kh7, Rxb8,Kg6, gxh6,{Black resigns} 1-0
Kf2,Rd5, h3,Qf5, e4,Qh5, exd5,Qxd5, Ne5,Qa2+, Re2,Qxa3, Qc6,{Black resigns} 1-0
Ba2,Rf8, Rd1,Qe7, Rd7,Nxc6, bxc6,Re8, Rxe7+,Rxe7, Qd4+,Re5, Qxe5+,{Black resigns} 1-0
Kh2,a6, Rc7+,Kb8, Rb7+,Ka8, Ra7+,Kb8, Rgb7+,Kc8, Bg4+,Kd8, Ra8#,{Black checkmated} 1-0
Rb8,Be5, Rxb5,Be6, f4,Bc4, Rc5,Bxf4, gxf4,Ba6, e5,fxe5, fxe5,{Black resigns} 1-0
Qd4,axb4, axb4,Rxa1, Rxa1,Qxd4, Nxd4,Kg7, Ra7,Rb6, c3,Kf6, Kg2,{Black resigns} 1-0
bxc4,bxc4, Nc3,Nxc3, Bxc3,g6, Nd2,Kf7, Nxc4,Ke6, Nxd6,Kxd6, Kf1,{Black resigns} 1-0
e5,Kh6, Bg4,Kh7, e6,Kg8, e7,Kh8, Be6,Kh7, e8=Q,Kh6, Qg6#,{Black checkmated} 1-0
Kb6,Kxf4, Kxa6,Ke4, b5,Kd5, b6,Kc6, Ka7,d2, Nxd2,e5, b7,{Black resigns} 1-0
a7,Re3+, Kb4,Re4+, Ka5,Re8, Rb8,Kf7, Rxe8,Kxe8, a8=Q+,Kd7, b6,{Black resigns} 1-0
Bxg6,b6, h4,e2, Kd2,e1=Q+, Kxe1,Kd5, h5,Ke6, h6,Kf6, f5,{Black resigns} 1-0
Qxc5,Rb5, Qxc7,Rc8, Qa7,Rxc4, dxc4,Rh5, Rfxe2,Nf5, Qxf7+,Kxf7, c5,{Black resigns} 1-0
e6,a3, Qd4+,Kg8, Qc4,a2, e7+,Re6, Qxe6+,Kg7, exf8=Q+,Kxf8, Qxa2,{Black resigns} 1-0
